Year_Birth,Education,Marital_Status,Income,Dt_Customer,Recency,NumWebVisitsMonth,Complain,Response,Days_is_client,Kids,Expenses,TotalAcceptedCmp,TotalNumPurchases
1971,Graduate,Single,43300,10/13/2012,87,8,0,1,624,1,180,0,11
1972,Graduate,Partner,26290,1/12/2013,49,6,0,0,533,2,77,0,10
1970,Graduate,Single,93790,2/12/2014,16,2,0,1,137,0,2349,3,25
1974,Postgraduate,Partner,38410,9/14/2012,65,6,0,1,653,0,534,0,18
1950,Postgraduate,Single,64866,1/26/2014,9,5,0,0,154,1,556,1,21
1959,Graduate,Partner,57957,8/19/2013,24,3,1,0,314,1,637,0,25
1978,Graduate,Partner,16531,6/18/2014,43,7,0,0,11,1,44,0,9
1986,Postgraduate,Partner,28072,7/8/2013,10,7,0,0,356,1,47,0,5
1963,Postgraduate,Single,49476,6/20/2013,29,2,0,0,374,1,795,0,22
1953,Graduate,Partner,50725,2/13/2013,45,8,0,0,501,1,586,0,21
1950,Postgraduate,Partner,41145,2/8/2014,20,3,0,0,141,2,13,0,4
1970,Graduate,Partner,67419,1/16/2013,29,5,0,0,529,1,1471,0,25
1970,Graduate,Partner,23162,12/21/2013,82,6,0,0,190,2,65,0,8
1977,Graduate,Partner,34380,5/2/2013,68,8,0,0,423,1,175,0,12
1966,Graduate,Single,34704,4/27/2013,65,5,0,0,428,1,40,0,5
1969,Postgraduate,Partner,94871,9/1/2012,99,7,0,1,666,2,1078,2,18
1958,Graduate,Partner,65148,11/16/2012,9,4,0,0,590,1,1115,0,21
1954,Graduate,Partner,39898,2/12/2013,20,7,0,0,502,1,134,0,9
1970,Postgraduate,Partner,59892,11/2/2013,26,3,0,0,239,1,87,0,7
1987,Postgraduate,Single,41020,10/28/2013,68,3,0,0,244,0,217,0,10
1961,Postgraduate,Partner,57072,1/24/2014,79,5,0,0,156,1,1034,1,27
1981,Graduate,Partner,19414,10/16/2013,32,8,0,0,256,1,32,0,5
1980,Graduate,Partner,19107,8/22/2013,49,7,0,0,311,1,46,0,6
1976,Graduate,Partner,75484,8/2/2012,50,4,0,0,696,1,1159,0,18
1976,Postgraduate,Single,70379,3/3/2013,84,4,0,0,483,1,860,0,25
1970,Postgraduate,Partner,79419,6/22/2014,96,2,0,0,7,0,1631,0,15
1946,Postgraduate,Partner,64014,6/10/2014,56,7,0,0,19,3,444,1,22
1955,Graduate,Partner,76998,1/11/2013,85,6,0,0,534,1,1910,1,29
1972,Postgraduate,Partner,49854,11/10/2013,63,6,0,0,231,1,380,0,18
1971,Postgraduate,Partner,60585,6/24/2013,17,5,0,1,370,2,736,0,30
1950,Postgraduate,Single,42873,1/21/2013,11,8,0,0,524,2,269,0,15
1988,Graduate,Partner,87679,7/27/2013,62,4,0,1,337,0,2524,3,29
1978,Graduate,Partner,57867,10/1/2013,48,6,0,0,271,1,612,0,25
1990,Graduate,Partner,35765,12/11/2013,86,6,0,0,200,1,75,0,8
1959,Graduate,Partner,65492,1/26/2014,73,2,0,0,154,0,1045,0,26
1977,Graduate,Single,32952,12/1/2013,36,7,0,0,210,1,55,0,6
1969,Postgraduate,Partner,53374,8/16/2012,34,9,0,1,682,1,1064,1,21
1959,Graduate,Partner,71706,11/13/2012,16,5,0,0,593,1,1443,0,25
1988,Graduate,Partner,68487,1/13/2013,48,4,0,0,532,0,1366,0,30
1975,Postgraduate,Partner,53253,2/11/2013,61,5,0,0,503,2,436,0,19
1977,Graduate,Partner,42014,8/17/2012,56,8,0,1,681,1,436,0,20
1973,Postgraduate,Partner,54108,11/5/2012,74,8,0,0,601,2,747,0,32
1955,Postgraduate,Single,49667,8/20/2012,35,8,0,1,678,0,1396,1,22
1974,Postgraduate,Partner,63206,3/20/2014,65,2,0,0,101,0,928,1,14
1972,Postgraduate,Partner,57136,7/9/2013,48,6,0,0,355,2,642,0,26
1975,Graduate,Partner,46772,11/7/2012,88,8,0,0,599,1,1048,1,30
1971,Postgraduate,Partner,78931,10/25/2013,19,1,0,0,247,0,943,0,24
1958,Graduate,Partner,53977,6/8/2013,21,5,0,0,386,1,907,0,27
1965,Graduate,Partner,73538,11/25/2012,92,7,0,0,581,1,1658,0,26
1986,Graduate,Partner,79529,4/27/2014,1,2,0,0,63,0,1638,0,22
1977,Graduate,Partner,20981,4/30/2013,14,8,0,1,425,0,73,0,7
1980,Graduate,Single,51766,3/11/2014,74,5,0,0,110,1,275,0,12
1962,Graduate,Partner,55759,11/28/2012,84,8,0,0,578,1,854,0,26
1972,Postgraduate,Partner,37787,9/20/2013,50,8,0,0,282,1,106,0,7
1970,Graduate,Single,27242,11/11/2012,2,9,0,1,595,1,106,0,7
1983,Postgraduate,Single,87188,6/3/2013,73,3,0,1,391,0,1923,0,19
1971,Graduate,Partner,69930,5/26/2013,21,3,0,0,399,0,1662,0,22
1976,Graduate,Single,37697,2/7/2014,82,6,0,0,142,1,84,0,7
1973,Graduate,Single,3502,4/13/2013,56,14,0,0,442,1,5,0,0
1976,Graduate,Partner,58597,11/20/2012,20,7,0,0,586,2,733,0,32
1948,Postgraduate,Single,82032,4/5/2014,54,1,0,0,85,0,1234,0,17
1958,Graduate,Partner,28087,12/11/2012,77,7,0,0,565,2,112,0,9
1987,Postgraduate,Single,74004,2/24/2014,5,3,0,1,125,0,1658,2,15
1960,Graduate,Partner,19740,3/24/2013,65,5,0,0,462,1,55,0,7
1975,Graduate,Partner,57036,12/11/2012,33,9,0,0,565,1,1513,1,26
1958,Graduate,Partner,53083,5/15/2013,65,7,0,0,410,2,271,1,17
1975,Postgraduate,Partner,69283,6/14/2014,41,5,0,0,15,1,904,0,27
1975,Postgraduate,Single,46098,8/18/2012,86,8,0,1,680,2,120,0,11
1988,Graduate,Partner,23331,9/4/2012,92,8,0,0,663,1,103,0,8
1988,Graduate,Single,23331,10/5/2012,97,9,0,0,632,1,269,0,17
1989,Graduate,Single,9255,12/20/2013,91,8,0,0,191,1,22,0,5
1959,Postgraduate,Single,67786,12/7/2013,0,1,0,1,204,0,1156,0,16
1971,Postgraduate,Partner,71969,10/16/2012,59,8,0,0,621,1,1086,1,19
1967,Postgraduate,Single,59235,1/12/2013,4,7,0,0,533,1,1128,0,28
1989,Graduate,Partner,31928,3/28/2014,5,7,0,0,93,1,72,0,9
1961,Postgraduate,Partner,74881,3/8/2013,48,5,0,0,478,2,964,0,27
1978,Graduate,Partner,65819,11/29/2012,99,3,0,0,577,0,1383,0,20
1953,Postgraduate,Single,51411,5/26/2013,81,5,0,0,399,3,18,0,4
1964,Graduate,Single,51983,8/31/2012,95,7,0,0,667,1,793,0,24
1987,Graduate,Partner,30390,9/2/2013,5,6,0,0,300,0,80,0,6
1963,Graduate,Single,30983,11/9/2012,50,8,0,1,597,0,167,0,8
1957,Graduate,Single,66033,1/20/2013,76,7,0,0,525,1,677,0,20
1975,Graduate,Partner,37284,3/29/2013,46,6,0,0,457,2,23,0,4
1951,Postgraduate,Single,57530,10/12/2013,68,1,0,0,260,1,92,0,7
1965,Graduate,Partner,76800,3/8/2014,33,1,0,0,113,0,641,0,16
1956,Graduate,Partner,63943,9/2/2012,50,5,0,0,665,1,1106,0,17
1967,Postgraduate,Partner,37054,9/15/2013,89,7,0,0,287,2,25,0,6
1962,Postgraduate,Partner,47175,10/28/2012,81,8,0,1,609,2,240,1,17
1976,Graduate,Single,31859,6/14/2013,77,7,0,0,380,1,20,0,4
1961,Graduate,Single,27215,1/23/2013,50,6,0,0,522,3,102,0,11
1976,Postgraduate,Single,70179,7/21/2013,10,5,0,0,343,1,1034,0,26
1988,Graduate,Partner,24645,11/1/2012,16,8,0,0,605,1,17,0,4
1954,Graduate,Single,79865,6/18/2014,12,1,0,0,11,1,792,0,21
1985,Graduate,Partner,44322,6/16/2014,30,8,0,0,13,1,92,0,8
1952,Graduate,Single,47958,1/19/2013,8,5,0,0,526,1,407,0,16
1964,Postgraduate,Single,63972,12/2/2012,93,4,0,0,574,1,1269,1,23
1954,Graduate,Partner,75315,4/15/2014,14,2,0,0,75,1,841,0,23
1950,Postgraduate,Partner,55517,9/27/2012,53,9,0,1,640,2,633,0,23
1957,Postgraduate,Partner,75283,3/27/2013,26,4,0,0,459,3,1019,0,25
1991,Postgraduate,Single,90638,2/13/2014,29,1,0,1,136,0,2525,1,18
1986,Postgraduate,Partner,27161,10/28/2013,41,7,0,0,244,1,52,0,5
1960,Postgraduate,Partner,38201,3/29/2013,19,8,0,0,457,1,268,0,15
1982,Graduate,Partner,45203,3/23/2014,4,6,0,1,98,2,147,0,8
1947,Postgraduate,Partner,81574,4/28/2014,89,1,0,0,62,0,1798,2,18
1976,Postgraduate,Single,60482,1/23/2013,81,7,0,0,522,1,507,0,17
1956,Graduate,Partner,34633,1/23/2014,31,6,0,0,157,3,15,0,4
1947,Postgraduate,Partner,78093,12/11/2013,53,1,0,0,200,0,1105,0,17
1950,Graduate,Single,82460,12/2/2013,78,1,0,0,209,0,974,0,15
1966,Postgraduate,Partner,45903,4/23/2014,80,4,0,0,67,1,66,0,8
1987,Graduate,Single,81361,2/25/2014,18,1,0,1,124,0,778,0,27
1952,Postgraduate,Partner,40442,8/19/2012,52,7,0,1,679,2,169,0,12
1965,Graduate,Partner,61482,6/27/2014,39,2,0,0,2,0,299,0,12
1980,Graduate,Partner,34968,4/10/2013,11,7,0,0,445,1,221,0,17
1987,Graduate,Partner,75794,12/24/2013,33,3,0,0,187,0,1682,1,25
1955,Graduate,Partner,74268,2/14/2013,83,2,0,0,500,0,892,0,13
1988,Undergraduate,Partner,13724,8/31/2012,43,9,0,0,667,1,58,1,5
1967,Postgraduate,Single,52569,4/5/2014,54,3,0,0,85,1,95,0,7
1973,Postgraduate,Single,48432,10/18/2012,3,8,0,1,619,1,424,0,19
1984,Graduate,Single,36108,10/15/2013,68,9,0,0,257,1,339,1,15
1971,Graduate,Partner,76445,9/28/2012,2,6,0,0,639,1,1410,0,21
1975,Postgraduate,Partner,36663,4/25/2014,40,2,0,0,65,1,35,0,6
1965,Postgraduate,Partner,53843,6/27/2013,64,7,0,0,367,1,562,0,20
1956,Postgraduate,Partner,90226,9/26/2012,26,2,0,0,641,0,2352,1,24
1955,Postgraduate,Single,70638,6/1/2013,69,3,0,0,393,0,1334,1,20
1960,Graduate,Partner,44512,8/30/2013,57,4,0,0,303,2,32,0,6
1961,Graduate,Partner,27116,3/2/2014,78,7,0,0,119,2,41,0,7
1963,Postgraduate,Partner,54072,7/27/2013,71,8,0,0,337,2,39,0,5
1977,Graduate,Partner,71855,1/16/2013,59,3,0,0,529,1,1141,0,25
1990,Graduate,Single,51250,3/30/2013,28,9,0,0,456,1,710,1,24
1973,Postgraduate,Partner,60432,3/9/2014,61,6,0,0,112,1,401,0,19
1978,Graduate,Partner,12393,12/4/2012,38,9,0,0,572,0,57,0,6
1990,Graduate,Single,64509,8/17/2013,19,4,0,1,316,0,1722,1,19
1975,Graduate,Single,33955,8/9/2013,92,8,0,0,324,1,270,0,15
1977,Graduate,Partner,31353,12/29/2013,24,8,0,1,182,2,31,0,6
1984,Graduate,Partner,55434,10/5/2013,21,4,0,0,267,1,882,0,24
1983,Graduate,Partner,28359,10/27/2013,35,7,0,0,245,1,16,0,4
1987,Graduate,Single,57100,5/18/2014,9,3,0,0,42,1,311,0,14
1956,Postgraduate,Partner,52973,11/8/2012,92,8,0,0,598,1,1152,0,31
1965,Postgraduate,Partner,51717,8/20/2013,55,7,0,0,313,1,122,1,8
1971,Graduate,Partner,18793,1/12/2013,14,8,0,0,533,1,77,0,9
1959,Graduate,Single,50664,1/16/2013,64,9,0,0,529,2,561,0,24
1963,Graduate,Partner,54414,1/23/2013,49,4,0,0,522,2,211,0,13
1952,Postgraduate,Partner,54549,3/3/2014,8,7,0,0,118,1,233,0,12
1971,Postgraduate,Single,47111,9/8/2012,35,9,0,0,659,1,1092,0,21
1963,Postgraduate,Single,41003,3/17/2013,11,6,0,0,469,0,601,0,17
1982,Graduate,Partner,19444,2/22/2014,8,7,0,1,127,1,54,0,10
1976,Graduate,Partner,36301,10/25/2013,53,7,0,0,247,1,78,0,7
1969,Postgraduate,Partner,42731,10/21/2013,64,5,0,0,251,1,244,0,13
1959,Postgraduate,Partner,52854,3/24/2014,43,5,0,0,97,2,116,0,9
1978,Graduate,Partner,22775,6/19/2013,40,8,0,0,375,1,15,0,4
1955,Postgraduate,Partner,59821,4/12/2013,11,8,0,0,443,1,734,0,26
1954,Graduate,Single,50002,6/17/2013,21,7,0,0,377,1,638,0,19
1945,Graduate,Partner,69755,10/2/2013,23,1,0,0,270,0,894,0,22
1969,Graduate,Partner,44078,6/19/2014,17,5,0,0,10,2,41,0,7
1976,Postgraduate,Partner,30560,6/27/2013,6,7,0,0,367,1,31,0,5
1969,Postgraduate,Partner,35924,3/23/2014,56,5,0,0,98,2,34,0,5
1964,Postgraduate,Single,64140,9/23/2013,71,5,0,1,279,2,1750,3,18
1981,Graduate,Partner,56386,10/27/2012,51,9,0,0,610,2,612,0,25
1981,Graduate,Partner,75774,5/2/2014,27,4,0,0,58,1,823,0,21
1960,Postgraduate,Single,39228,5/10/2013,1,4,0,0,415,0,20,0,4
1974,Postgraduate,Partner,58494,12/12/2013,56,6,0,0,199,1,396,0,16
1981,Graduate,Single,58684,6/16/2014,71,2,0,0,13,0,813,1,21
1967,Graduate,Single,57136,5/18/2013,18,6,0,1,407,0,1179,0,20
1950,Postgraduate,Single,56551,5/7/2014,48,4,0,0,53,2,138,0,10
1982,Graduate,Partner,22448,2/26/2014,86,3,0,0,123,1,55,0,9
1961,Graduate,Single,82014,8/20/2012,48,6,0,1,678,0,1511,0,22
1963,Graduate,Single,34213,9/7/2012,2,9,0,1,660,2,117,0,9
1977,Graduate,Partner,157146,4/29/2013,13,1,0,0,426,0,1730,0,28
1947,Postgraduate,Single,25358,7/22/2013,57,6,0,0,342,1,32,0,6
1978,Postgraduate,Single,35544,3/8/2014,77,7,0,0,113,1,67,0,6
1954,Postgraduate,Partner,36634,5/28/2013,0,7,0,0,397,1,335,0,15
1954,Postgraduate,Partner,62670,2/2/2014,57,3,0,0,147,1,825,0,22
1972,Graduate,Partner,50334,7/24/2013,24,6,0,0,340,1,694,0,23
1981,Graduate,Single,72066,6/23/2014,55,2,0,1,6,0,1792,2,17
1958,Postgraduate,Single,50729,5/2/2013,62,6,0,0,423,2,496,0,24
1968,Graduate,Partner,34916,5/15/2013,89,9,0,0,410,2,231,0,13
1976,Graduate,Single,64892,5/29/2014,77,4,0,0,31,1,902,0,24
1966,Graduate,Single,43602,1/10/2014,45,6,0,0,170,2,68,0,9
1985,Graduate,Single,41473,6/19/2013,80,7,0,0,375,1,76,0,6
1967,Postgraduate,Partner,63246,8/20/2013,60,4,0,0,313,2,772,0,22
1959,Postgraduate,Partner,36732,12/29/2013,71,2,0,0,182,2,47,0,9
1985,Postgraduate,Single,37929,7/30/2013,49,7,0,1,334,0,265,2,13
1951,Graduate,Partner,86610,9/5/2013,66,2,0,0,297,0,1603,0,18
1986,Postgraduate,Partner,80141,1/11/2013,20,6,0,1,534,0,2091,1,22
1970,Graduate,Partner,69016,11/22/2012,61,5,0,0,584,1,1533,0,34
1991,Graduate,Partner,20193,11/28/2012,18,4,0,0,578,0,82,0,7
1975,Graduate,Partner,27573,3/25/2013,45,8,0,0,461,1,244,0,14
1979,Undergraduate,Single,15862,6/27/2013,26,8,0,0,367,1,36,0,5
1976,Postgraduate,Partner,49544,2/12/2013,0,7,0,0,502,1,404,0,16
1980,Graduate,Partner,33228,1/23/2014,28,7,0,0,157,1,71,0,6
1978,Graduate,Partner,70440,10/8/2013,49,3,0,0,264,0,1572,1,23
1971,Graduate,Partner,38232,1/17/2014,84,5,0,0,163,2,122,0,11
1955,Postgraduate,Partner,22554,11/3/2012,38,5,0,0,603,2,41,0,10
1983,Postgraduate,Partner,23536,6/4/2014,53,3,0,0,25,1,10,0,4
1952,Graduate,Partner,49413,10/25/2013,88,5,0,0,247,1,304,0,13
1969,Graduate,Partner,42231,3/25/2014,99,5,0,0,96,2,37,0,5
1980,Postgraduate,Single,78789,8/8/2012,12,2,0,1,690,0,1754,0,16
1968,Graduate,Partner,56534,7/23/2013,35,8,0,1,341,1,815,2,25
1971,Graduate,Single,58350,1/4/2013,5,6,0,0,541,1,1001,0,27
1951,Graduate,Single,49090,7/19/2013,45,7,0,0,345,1,688,0,21
1987,Postgraduate,Single,61787,7/6/2013,71,5,0,0,358,0,1319,0,19
1985,Postgraduate,Partner,18169,2/19/2013,40,8,0,0,495,1,21,0,4
1981,Graduate,Single,24336,8/27/2012,82,7,0,0,671,1,31,0,4
1990,Graduate,Partner,18222,12/31/2012,70,8,0,0,545,0,67,0,6
1952,Graduate,Single,62335,5/23/2013,87,2,0,0,402,1,708,0,21
1971,Graduate,Partner,42033,9/19/2012,95,7,0,0,648,2,25,0,4
1983,Postgraduate,Partner,86580,2/27/2013,72,1,0,0,487,0,746,1,11
1957,Postgraduate,Single,41437,9/22/2012,5,7,0,0,645,2,32,0,5
1951,Postgraduate,Single,73705,3/5/2014,86,5,0,0,116,2,1695,0,25
1976,Graduate,Partner,61064,8/31/2012,80,6,0,0,667,1,1080,0,28
1989,Graduate,Single,18358,11/20/2013,49,7,0,0,221,1,57,0,10
1973,Postgraduate,Partner,55012,3/21/2014,85,5,0,0,100,1,660,0,25
1973,Undergraduate,Partner,9722,10/2/2012,7,8,0,1,635,1,103,0,11
1984,Postgraduate,Partner,38175,9/23/2013,6,7,0,0,279,1,153,0,11
1956,Postgraduate,Partner,58656,9/20/2012,25,6,0,0,647,1,1220,1,32
1965,Graduate,Partner,52117,8/16/2012,55,7,0,0,682,1,279,0,13
1978,Graduate,Partner,64813,1/2/2014,81,5,0,0,178,1,745,0,20
1973,Postgraduate,Partner,54222,3/1/2014,98,3,0,0,120,1,264,0,12
1986,Graduate,Partner,83512,6/17/2014,31,1,0,1,12,0,2157,4,22
1959,Postgraduate,Partner,77520,8/28/2013,30,4,0,1,305,1,1526,3,23
1978,Graduate,Partner,41154,4/9/2013,98,5,0,0,446,1,69,0,6
1966,Graduate,Partner,80398,11/10/2012,92,3,0,0,596,0,1597,1,26
1992,Undergraduate,Single,18746,5/29/2014,41,6,0,0,31,1,64,0,8
1984,Graduate,Partner,35196,11/13/2012,68,8,0,0,593,1,497,0,18
1956,Graduate,Single,60230,5/20/2013,78,5,0,0,405,1,1067,0,17
1977,Graduate,Partner,22108,5/8/2014,46,7,0,0,52,2,31,0,7
1974,Graduate,Partner,44392,9/5/2013,71,7,0,0,297,2,211,0,14
1976,Postgraduate,Partner,55424,11/25/2012,6,6,0,1,581,1,877,1,25
1979,Graduate,Partner,17688,1/13/2013,82,8,1,0,532,1,11,0,4
1983,Postgraduate,Partner,92491,5/1/2013,71,3,0,1,424,0,2034,3,25
1991,Graduate,Single,90273,12/14/2013,32,2,0,1,197,0,1991,3,19
1962,Postgraduate,Single,82571,4/2/2014,28,2,0,0,88,0,1686,1,24
1982,Postgraduate,Single,38513,1/28/2014,20,8,0,1,152,1,324,0,17
1979,Postgraduate,Single,16653,4/18/2014,10,6,0,1,72,1,69,0,9
1955,Graduate,Partner,42586,10/29/2012,7,8,0,1,608,2,252,0,16
1965,Undergraduate,Single,23529,1/7/2013,67,6,0,0,538,1,54,0,5
1951,Graduate,Partner,71107,2/17/2013,61,4,0,0,497,1,1327,0,28
1964,Postgraduate,Partner,46910,3/23/2014,36,6,0,0,98,2,68,0,7
1955,Graduate,Single,37244,4/27/2013,90,7,0,0,428,2,55,1,5
1966,Graduate,Partner,82427,3/12/2014,35,1,0,0,109,0,1456,1,21
1958,Graduate,Single,75342,5/6/2013,38,4,0,0,419,1,563,0,18
1954,Graduate,Single,70044,2/18/2013,46,5,0,0,496,1,1504,0,26
1963,Graduate,Partner,77437,11/26/2013,70,1,0,0,215,0,1125,1,23
1959,Graduate,Partner,54984,5/24/2014,51,7,0,0,36,1,358,1,17
1971,Postgraduate,Partner,42403,12/11/2013,18,8,0,0,200,1,42,0,5
1964,Graduate,Partner,55761,4/24/2014,97,6,0,0,66,1,184,1,10
1983,Graduate,Partner,37292,4/18/2013,32,8,0,0,437,1,460,0,19
1945,Postgraduate,Single,45576,5/28/2014,9,8,0,1,32,0,145,0,8
1947,Graduate,Partner,70321,1/16/2013,6,4,0,1,529,0,1376,0,25
1969,Postgraduate,Single,58086,1/20/2013,80,8,0,0,525,1,792,0,23
1952,Graduate,Partner,81795,10/26/2012,74,2,0,0,611,0,1382,0,23
1947,Undergraduate,Partner,28389,11/20/2012,49,7,0,0,586,0,28,0,4
1969,Graduate,Single,69901,5/29/2013,95,5,0,0,396,1,882,0,23
1949,Postgraduate,Partner,80360,3/3/2013,56,2,0,0,483,0,2231,3,15
1961,Postgraduate,Partner,63342,10/16/2012,48,6,0,1,621,1,1101,1,19
1980,Graduate,Single,31859,2/27/2014,3,7,0,0,122,1,48,0,5
1949,Postgraduate,Single,51569,2/12/2013,39,8,0,1,502,1,467,1,19
1979,Undergraduate,Single,16014,3/17/2013,42,3,0,0,469,2,38,0,10
1968,Graduate,Partner,41120,11/6/2013,80,6,0,0,235,2,81,0,9
1971,Postgraduate,Single,39763,8/4/2013,9,9,0,1,329,1,167,0,10
1955,Postgraduate,Partner,38725,5/10/2014,52,4,0,0,50,2,45,0,7
1972,Graduate,Partner,77981,5/26/2013,78,5,0,0,399,1,664,0,21
1964,Graduate,Partner,62905,9/10/2013,68,4,0,0,292,1,622,0,20
1979,Graduate,Single,13533,3/10/2013,45,7,0,0,476,1,48,0,7
1975,Graduate,Partner,59481,10/23/2013,47,2,0,0,249,1,461,0,16
1977,Graduate,Partner,72117,8/20/2013,34,5,0,0,313,1,1073,0,26
1986,Graduate,Partner,21955,9/7/2013,81,6,0,0,295,1,55,0,8
1956,Graduate,Partner,67131,3/26/2013,72,6,0,0,460,1,976,0,26
1980,Postgraduate,Single,36802,6/16/2014,23,5,0,0,13,1,20,0,5
1975,Postgraduate,Partner,47808,10/20/2013,30,7,0,0,252,1,224,1,10
1974,Postgraduate,Single,25509,9/18/2012,15,9,0,1,649,1,101,0,9
1952,Postgraduate,Partner,85431,6/8/2013,54,0,0,0,386,0,1165,0,17
1967,Graduate,Partner,42664,3/18/2014,44,6,0,0,103,1,24,0,5
1977,Postgraduate,Partner,28973,10/13/2012,59,8,0,0,624,0,269,0,13
1973,Postgraduate,Partner,39435,8/6/2013,16,7,0,0,327,1,102,0,7
1984,Graduate,Partner,65370,8/1/2013,1,1,0,0,332,0,461,0,19
1979,Undergraduate,Single,20194,12/17/2012,64,6,0,0,559,1,47,0,7
1976,Postgraduate,Single,42473,2/17/2014,72,5,0,0,132,2,144,0,10
1968,Graduate,Partner,64590,10/14/2012,98,6,0,0,623,0,1338,0,24
1959,Graduate,Partner,71232,11/28/2013,91,7,0,0,213,1,917,0,25
1971,Graduate,Partner,34600,1/1/2013,8,8,0,1,544,2,318,0,17
1967,Graduate,Single,46904,11/3/2012,20,8,0,0,603,2,253,0,14
1973,Graduate,Partner,49094,9/21/2012,6,6,0,0,646,1,502,0,20
1983,Graduate,Partner,36075,12/9/2013,54,6,0,0,202,1,119,0,7
1979,Graduate,Partner,60839,8/28/2012,72,8,0,0,670,2,1250,0,29
1962,Graduate,Partner,82122,8/15/2013,89,1,0,0,318,0,1382,1,26
1952,Graduate,Partner,34074,7/13/2013,69,6,0,0,351,2,255,1,14
1960,Postgraduate,Partner,28520,6/14/2013,55,6,0,0,380,2,43,0,5
1955,Graduate,Single,62535,10/3/2013,13,3,0,0,269,1,398,0,14
1977,Postgraduate,Single,36273,4/16/2014,80,6,0,0,74,1,76,0,8
1964,Graduate,Partner,63404,6/6/2014,97,4,0,0,23,2,902,1,15
1976,Graduate,Partner,78416,6/27/2014,99,3,0,0,2,1,1179,0,26
1974,Graduate,Partner,75702,10/14/2012,87,6,0,0,623,1,1921,1,29
1951,Postgraduate,Partner,59385,4/28/2013,85,5,0,0,427,2,185,0,10
1951,Graduate,Partner,44689,1/10/2014,82,7,0,0,170,2,34,1,6
1966,Postgraduate,Single,7144,12/7/2013,92,0,0,0,204,2,416,0,25
1956,Graduate,Partner,90369,4/28/2014,2,1,0,1,62,0,1588,0,17
1974,Postgraduate,Single,63159,11/5/2012,74,3,0,0,601,0,1797,1,17
1963,Postgraduate,Single,46757,11/16/2012,71,9,0,0,590,1,1143,0,21
1969,Postgraduate,Partner,79734,6/28/2014,72,1,0,0,1,0,914,1,14
1992,Graduate,Partner,63207,1/20/2013,68,7,0,0,525,0,1502,1,12
1954,Graduate,Single,72071,2/14/2013,4,2,0,0,500,1,1338,0,20
1983,Postgraduate,Partner,21840,7/21/2013,80,9,0,0,343,1,27,0,5
1982,Graduate,Partner,58582,9/28/2013,15,5,0,0,274,1,763,1,22
1951,Graduate,Single,72282,7/19/2013,70,7,0,1,345,0,1331,0,22
1956,Graduate,Partner,50387,8/31/2013,91,5,0,0,302,2,525,0,19
1961,Postgraduate,Partner,32583,6/15/2014,10,7,0,0,14,2,9,0,4
1962,Graduate,Partner,62568,4/7/2014,99,4,0,0,83,1,953,1,16
1971,Postgraduate,Single,44635,10/11/2013,25,7,0,0,261,2,68,0,7
1968,Graduate,Partner,63967,8/9/2013,57,2,0,0,324,1,882,0,23
1978,Graduate,Partner,52513,9/4/2012,84,7,0,0,663,0,1149,0,25
1969,Graduate,Partner,25293,9/15/2013,51,8,0,0,287,1,37,0,5
1965,Postgraduate,Single,54111,8/25/2013,97,5,0,0,308,1,388,0,15
1986,Graduate,Partner,78394,2/15/2013,13,2,0,1,499,0,1428,0,16
1958,Postgraduate,Partner,80739,5/23/2013,92,1,0,0,402,0,1633,0,24
1975,Postgraduate,Partner,22669,5/22/2013,30,9,0,1,403,1,173,0,10
1987,Graduate,Single,29236,10/8/2013,30,9,0,0,264,1,99,0,9
1959,Graduate,Partner,44911,3/15/2013,11,7,0,0,471,1,215,0,12
1962,Postgraduate,Partner,54693,2/17/2013,72,6,0,0,497,1,929,0,31
1974,Graduate,Partner,48186,3/20/2014,39,7,0,0,101,1,219,0,12
1977,Graduate,Partner,54809,9/11/2013,0,4,0,1,291,2,174,0,12
1978,Graduate,Partner,41580,12/10/2012,15,5,0,0,566,2,92,0,9
1970,Postgraduate,Partner,80336,9/9/2013,12,1,0,0,293,0,1052,0,25
1957,Graduate,Partner,47743,3/22/2013,56,6,0,0,464,1,275,1,14
1955,Graduate,Partner,62972,8/3/2012,39,6,0,0,695,1,587,0,16
1954,Postgraduate,Single,57333,9/22/2012,55,6,0,1,645,1,1662,0,33
1982,Postgraduate,Partner,32313,2/11/2013,60,9,0,0,503,1,159,0,11
1953,Postgraduate,Single,84953,6/3/2013,73,2,0,1,391,0,1024,3,18
1968,Postgraduate,Single,27071,4/23/2014,90,6,0,0,67,1,35,0,7
1957,Postgraduate,Partner,68148,8/31/2013,86,2,0,0,302,0,1042,0,15
1965,Postgraduate,Partner,65735,12/7/2013,37,7,0,0,204,2,395,0,19
1975,Postgraduate,Partner,86836,9/12/2012,7,5,0,1,655,0,557,3,23
1963,Postgraduate,Partner,4023,6/23/2014,29,19,0,0,6,2,9,0,15
1990,Graduate,Partner,30093,7/8/2013,19,7,0,0,356,0,69,0,6
1966,Postgraduate,Partner,57705,1/11/2014,14,6,0,0,169,1,486,0,18
1988,Graduate,Single,25008,2/2/2014,72,8,0,0,147,1,34,0,6
1995,Graduate,Single,83257,9/18/2012,56,6,1,1,649,0,1365,2,28
1975,Graduate,Partner,22280,5/19/2013,85,8,0,0,406,1,13,0,4
1978,Postgraduate,Partner,72159,10/29/2012,62,2,0,0,608,0,1401,0,21
1961,Graduate,Partner,64260,1/11/2013,1,3,0,1,534,0,1574,0,14
